"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1133118840861151232","https://twitter.com/cryoEM_Papers/status/1133118840861151232","Structural imaging of native cryo-preserved secondary cell walls reveals presence of macrofibrils composed of cellulose, lignin and xylan. https://t.co/JFsuLswsm5","2019-05-27 21:12 +0000","1668.0","19.0","0.011390887290167866","0.0","0.0","0.0","0.0","19.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1133118809164771329","https://twitter.com/cryoEM_Papers/status/1133118809164771329","Molecular organization of soluble type III secretion system sorting platform complexes https://t.co/XJrO2aIv1d","2019-05-27 21:12 +0000","1550.0","32.0","0.02064516129032258","0.0","0.0","0.0","3.0","29.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1133118784850366464","https://twitter.com/cryoEM_Papers/status/1133118784850366464","A novel inhibitor of complement C5 provides structural insights into activation https://t.co/6NGFXokgp7","2019-05-27 21:12 +0000","1624.0","37.0","0.022783251231527094","0.0","0.0","1.0","1.0","33.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1133118745310720000","https://twitter.com/cryoEM_Papers/status/1133118745310720000","Electron cryo-microscopy of Bacteriophage PR772 reveals the composition and structure of the elusive vertex complex and the capsid architecture https://t.co/0qbY8jwx6I","2019-05-27 21:12 +0000","2587.0","72.0","0.027831465017394665","2.0","0.0","5.0","3.0","57.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1131628781112684545","https://twitter.com/cryoEM_Papers/status/1131628781112684545","Live-Cell Structural Biology to Solve Biological Mechanisms: The Case of the Exocyst https://t.co/sRXjHh7PSA","2019-05-23 18:31 +0000","5945.0","280.0","0.04709840201850295","8.0","0.0","15.0","15.0","229.0","0.0","13.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1131628635608084485","https://twitter.com/cryoEM_Papers/status/1131628635608084485","Structural characterization of tau in fuzzy tau:tubulin complexes https://t.co/Tid0PuRuMU","2019-05-23 18:31 +0000","1952.0","76.0","0.0389344262295082","0.0","0.0","0.0","2.0","74.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1131312751333105664","https://twitter.com/cryoEM_Papers/status/1131312751333105664","Structural and mechanistic elucidation of inflammasome signaling by cryo-EM https://t.co/fORummYhbl","2019-05-22 21:35 +0000","2599.0","143.0","0.05502116198537899","2.0","0.0","10.0","6.0","115.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1131312707607490565","https://twitter.com/cryoEM_Papers/status/1131312707607490565","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes https://t.co/JuWNLUmSFa","2019-05-22 21:35 +0000","2461.0","38.0","0.015440877691995123","1.0","0.0","2.0","3.0","30.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1131312682588467200","https://twitter.com/cryoEM_Papers/status/1131312682588467200","The Chimpanzee SIV Envelope Trimer: Structure and Deployment as an HIV Vaccine Template https://t.co/xQMQFKUwdj https://t.co/yLN5WBNNIU","2019-05-22 21:35 +0000","2407.0","109.0","0.04528458662235148","4.0","0.0","10.0","0.0","44.0","0.0","12.0","0.0","0","0","0","0","0","39","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1130955099876937728","https://twitter.com/cryoEM_Papers/status/1130955099876937728","Effects of {alpha}-tubulin acetylation on microtubule structure and stability [Biophysics and Computational Biology] https://t.co/6ZpZzVuO55","2019-05-21 21:54 +0000","2058.0","23.0","0.011175898931000973","0.0","0.0","1.0","1.0","21.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1130954690424795136","https://twitter.com/cryoEM_Papers/status/1130954690424795136","In situ imaging of the bacterial flagellar motor disassembly and assembly processes https://t.co/zXnBHRGtKn","2019-05-21 21:53 +0000","2651.0","56.0","0.021124104111655977","1.0","0.0","7.0","2.0","46.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1130954516839321600","https://twitter.com/cryoEM_Papers/status/1130954516839321600","The TFIIH components p44/p62 act as a damage sensor during nucleotide excision repair https://t.co/KpLg15a1nx","2019-05-21 21:52 +0000","2188.0","40.0","0.018281535648994516","1.0","1.0","3.0","3.0","31.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
